id_uf,ano,gini_pib,gini_va_agro,gini_va_industria,gini_va_servicos,gini_va_adespss
16,2019,0.764604,0.352445,0.755809,0.862813,0.718667
28,2019,0.731055,0.520411,0.8381,0.827379,0.593371
42,2019,0.766119,0.434592,0.780215,0.815797,0.686144
17,2019,0.715154,0.556764,0.859418,0.843297,0.600712
24,2019,0.783211,0.675876,0.864036,0.863862,0.643254
41,2019,0.783962,0.429911,0.868964,0.833204,0.691229
22,2019,0.759958,0.721548,0.890819,0.86576,0.595601
27,2019,0.715405,0.591934,0.851022,0.835891,0.562793
23,2019,0.777462,0.509548,0.880776,0.843441,0.600252
43,2019,0.779499,0.489088,0.845348,0.843207,0.711615
32,2020,0.754162,0.447372,0.807598,0.792441,0.619934
12,2020,0.69665,0.345151,0.807787,0.818095,0.587456
22,2020,0.745754,0.738512,0.868131,0.854681,0.59091
15,2020,0.747159,0.49385,0.926866,0.80539,0.539365
27,2020,0.699908,0.596991,0.862268,0.828729,0.559799
29,2020,0.766467,0.72018,0.896505,0.82526,0.562032
33,2020,0.814158,0.552509,0.83583,0.841476,0.763834
51,2020,0.682279,0.625314,0.777572,0.791887,0.630082
13,2020,0.867089,0.508688,0.963218,0.914091,0.65343
23,2020,0.762434,0.477048,0.875046,0.834944,0.592966
42,2020,0.758902,0.428162,0.775294,0.81202,0.684844
25,2020,0.775584,0.515744,0.89337,0.865189,0.609478
26,2020,0.774633,0.600273,0.879699,0.840509,0.600264
14,2020,0.729712,0.411835,0.834232,0.852691,0.665633
21,2020,0.717013,0.671186,0.906275,0.806116,0.516484
50,2020,0.657064,0.496641,0.79355,0.762135,0.629345
11,2020,0.694941,0.332942,0.862151,0.797178,0.619846
43,2020,0.77248,0.484525,0.840959,0.837904,0.707522
52,2020,0.771566,0.641553,0.840759,0.838578,0.728052
24,2020,0.771888,0.64934,0.857401,0.853096,0.646002
28,2020,0.718553,0.50154,0.846484,0.812689,0.592874
35,2020,0.860678,0.553216,0.848973,0.891484,0.774698
17,2020,0.689644,0.552362,0.849157,0.833886,0.598547
16,2020,0.754711,0.352247,0.730139,0.858852,0.71344
31,2020,0.80625,0.643533,0.88812,0.847253,0.674065
41,2020,0.754874,0.441393,0.861453,0.82071,0.688395
52,2021,0.770524,0.658719,0.844257,0.840318,0.729726
31,2021,0.816271,0.656043,0.906888,0.84991,0.67305
22,2021,0.756025,0.762634,0.87719,0.86037,0.588658
16,2021,0.760608,0.399497,0.760599,0.859947,0.712755
25,2021,0.776399,0.518963,0.887629,0.865809,0.608244
43,2021,0.748006,0.537801,0.845227,0.829136,0.706475
50,2021,0.649675,0.479149,0.7755,0.759653,0.633745
29,2021,0.771169,0.715009,0.894308,0.828035,0.55985
11,2021,0.666739,0.348552,0.855363,0.783601,0.623077
15,2021,0.760565,0.491952,0.934188,0.80939,0.535974
42,2021,0.764371,0.428922,0.77823,0.813149,0.685723
26,2021,0.781164,0.600237,0.888082,0.842043,0.598657
23,2021,0.774289,0.476012,0.886451,0.841113,0.586249
33,2021,0.821137,0.552371,0.860947,0.839666,0.756768
24,2021,0.770165,0.656186,0.847942,0.85622,0.641728
12,2021,0.645659,0.407445,0.78052,0.806343,0.582688
13,2021,0.867945,0.511773,0.961074,0.915204,0.646994
21,2021,0.718701,0.655375,0.907836,0.809318,0.513773
41,2021,0.759364,0.428044,0.866498,0.822806,0.687907
51,2021,0.675591,0.636447,0.782756,0.797609,0.632059
17,2021,0.674547,0.57142,0.84073,0.834367,0.596576
27,2021,0.694572,0.580329,0.870725,0.825464,0.560091
32,2021,0.769147,0.431179,0.847412,0.793514,0.619316
35,2021,0.862,0.537005,0.85362,0.890272,0.775093
14,2021,0.733443,0.420862,0.836438,0.856237,0.667805
28,2021,0.718013,0.482941,0.840414,0.816637,0.592468
